synonymizedTerm	KeywordClass	Freq	Weight	AllIds	originalTerms
transcription	0	2	15	 2732| 173	transcription
raspberries	0	1	0	110	raspberries
hypoglycemia	0	1	0	2298	hypoglycemia
isoprene	0	1	0	2298	isoprene
antigen	0	5	16	 994| 492| 1145| 171| 391	antigen
esat6	0	1	0	994	esat6
tuberculosis	0	4	16	 994| 492| 171| 391	tuberculosis
beach	0	4	6	 58| 59| 2656| 2681	beach|beaches
bivalve	0	5	16	 1115| 2890| 829| 830| 831	bivalves
region	0	6	4	 1115| 1969| 2325| 2326| 2354| 1543	region|bodies
snail	0	7	16	 1115| 2890| 829| 830| 831| 1703| 10	snail|snails
balance	0	4	6	 2729| 2730| 2894| 1680	balance|balancing
titanium	0	4	16	 1170| 749| 1278| 1279	titanium
zinc	0	1	0	1170	zinc
plans	0	2	1	 2691| 2672	planning|plans
cerebrospinal	0	1	0	2532	cerebrospinal
capacity	0	2	1	 1954| 2427	capacity
substance	0	8	0.4	 1954| 2081| 2767| 1645| 842| 2097| 2458| 2240	substances
reprogramming	0	1	0	173	reprogramming
neutralize	0	5	4	 2217| 2890| 2927| 230| 2456	neutralizing|neutralizer
bdelloid	0	3	26.66666667	 1955| 1956| 1957	bdelloid
experiment	0	8	0.4	 1955| 1956| 1957| 183| 1781| 1782| 708| 709	experimental|experimenting|experiments
rejuvenation	0	3	6.666666667	 1955| 1956| 1957	rejuvenation
rotifer	0	4	16	 1955| 1956| 1957| 1383	rotifers
floor	0	1	0	2773	floor
trajectory	0	1	0	2773	trajectory
voxel	0	1	0	2773	voxel
sterilization	0	3	26.66666667	 76| 166| 282	sterilization|sterilizer
shorthand	0	2	15	 2301| 2302	shorthand
electrolysis	0	11	3	 1249| 1250| 579| 582| 583| 584| 1271| 2125| 2837| 518| 519	electrolysis|electrolyte|electrolytes
pre	0	2	1	 1251| 199	pre
deadbolt	0	1	0	895	deadbolt
speech	0	7	16	 2303| 2632| 2632| 2146| 2397| 2904| 221	voice|oratory|speech|talking
aeronautics	0	3	26.66666667	 567| 568| 918	aeronautics
vorticies	0	2	15	 567| 568	vorticies
harsh	0	1	0	235	harsh
unbiased	0	3	0.666666667	 2593| 2594| 2595	unbiased
support	0	3	0.666666667	 2578| 1604| 1605	support
hydrogen	0	7	16	 896| 897| 579| 929| 2673| 2080| 726	hydrogen
qpcr	0	1	0	1824	qpcr
saccharibacteria	0	1	0	1824	saccharibacteria
hypervitaminosis	0	1	0	2706	hypervitaminosis
innovation	0	11	0.2	 2706| 965| 966| 823| 1314| 1102| 1698| 797| 967| 467| 468	innovative|innovation|innovations
planaria	0	38	2	 2706| 750| 2316| 2317| 1980| 73| 751| 1147| 1148| 1982| 752| 821| 2222| 279| 280| 1153| 1587| 1588| 1891| 2717| 2781| 644| 2081| 2418| 1392| 778| 1040| 2437| 2438| 1405| 2738| 2950| 1049| 404| 1169| 476| 2494| 2495	planaria|flatworm|planarian|planarians
teratogenicity	0	1	0	2706	teratogenicity
glass	0	6	6	 1252| 1253| 2368| 430| 1895| 1896	glass|glasses
upper	0	1	0	2305	upper
butterfly	0	8	16	 75| 381| 382| 574| 501| 501| 801| 198	butterflies|butterfly
dewey	0	1	0	1763	dewey
elections	0	1	0	1763	elections
president	0	2	15	 1763| 2670	presidential
state	0	3	0.666666667	 1763| 2003| 2446	states|status
united	0	1	0	1763	united
win	0	3	6.666666667	 1763| 269| 270	wins|winning
dysmorphic	0	1	0	2218	dysmorphic
dialectic	0	1	0	569	dialectic
diamagnetic	0	4	16	 1116| 98| 415| 1790	diamagnetic
hyperthermia	0	1	0	1116	hyperthermia
diatom	0	2	40	 317| 2390	diatoms
plastisphere	0	1	0	317	plastisphere
diet	0	13	1.333333333	 2672| 1716| 770| 2022| 1371| 1372| 2668| 760| 198| 2098| 2543| 785| 733	diet|dietary
cytokine	0	3	26.66666667	 1716| 899| 2825	cytokines
immunosuppressant	0	1	0	1716	immunosuppressant
release	0	4	1	 1501| 65| 2497| 321	release|discharge|releases
erosion	0	5	6	 2306| 2308| 2309| 2681| 839	erosion
analgesic	0	4	16	 511| 512| 513| 514	analgesics
juice	0	9	2	 511| 909| 1271| 2837| 2653| 199| 1000| 1637| 1898	juice|juicer|juices
anonymous	0	2	1	 1958| 1959	anonymous
attest	0	2	25	 1958| 1959	attestation
subverted	0	2	10	 1958| 1959	subverted
hidden	0	5	0.2	 2502| 2001| 2002| 119| 2102	hidden
resource	0	3	0.666666667	 245| 161| 1015	resources
dissect	0	1	0	116	dissecting
trend	0	6	0.4	 116| 1697| 2718| 2784| 1106| 2180	trend|trends
whitening	0	1	0	116	whitening
discrete	0	5	0.4	 219| 322| 1149| 1150| 501	distinct|discrete|distinction
hepatitis	0	3	26.66666667	 219| 322| 2529	hepatitis
distract	0	4	2	 898| 1190| 1191| 422	distraction|distractors|distractions
slow	0	2	0.5	 898| 2681	slows|slowing
canyon	0	1	0	2715	canyon
gilbert	0	1	0	2715	gilbert
induced	0	24	1	 899| 162| 163| 164| 417| 1099| 1825| 72| 2194| 926| 927| 928| 2195| 421| 1321| 1726| 626| 627| 1727| 2236| 1876| 2104| 2105| 2106	induced|inducer
morphological	0	1	0	899	morphological
diy	0	2	10	 1960| 1961	diy
stethoscope	0	2	40	 1960| 1961	stethoscope
dms	0	3	10	 1962| 1963| 1964	dms
equal	0	1	0	570	equal
colony	0	1	0	224	colony
damage	0	9	0.2	 224| 1259| 925| 1280| 2754| 777| 2795| 1405| 2559	damage|damaged
ray	0	3	10	 224| 808| 809	rays
good	0	3	0.666666667	 900| 932| 1445	good
milk	0	15	5.333333333	 900| 572| 1517| 588| 589| 246| 353| 933| 934| 935| 2006| 265| 275| 1666| 1667	milk
yogurt	0	3	26.66666667	 900| 246| 353	yogurts
dilute	0	5	2	 1502| 2016| 2017| 2436| 2129	dilutions|diluting
heavy	0	2	10	 901| 600	heavier|heavy
marbles	0	1	0	901	marbles
roll	0	1	0	901	roll
match	0	1	0	493	matches
vaccine	0	1	0	493	vaccines
child	0	1	0	1503	children
parents	0	2	15	 1503| 2779	parents|parental
fears	0	1	0	1504	fears
knowledge	0	1	0	175	knowledge
cocoa	0	2	40	 2219| 2363	cocoa
vegetable	0	6	16	 2219| 1270| 2206| 1056| 1055| 1450	vegetable|vegetables
bar	0	1	0	1259	bar
soap	0	4	16	 1259| 1861| 692| 693	soap
fashionable	0	1	0	903	fashionable
item	0	2	1	 903| 2677	item|items
great	0	5	0.2	 1968| 1992| 827| 1205| 1206	greater|greatest
raise	0	2	5	 156| 2904	raise|raising
deet	0	1	0	2829	deet
dehydrate	0	1	0	2830	dehydration
innate	0	1	0	2830	innate
mood	0	1	0	2848	mood
style	0	1	0	571	style
homework	0	1	0	1262	homework
listen	0	2	10	 1262| 2873	listening
wood	0	6	6	 2561| 1269| 2563| 2134| 2159| 737	wood|wooden
lactase	0	1	0	572	lactase
cent	0	1	0	178	cents
boost	0	1	0	2538	boost
metabolism	0	7	16	 2538| 233| 977| 1656| 2207| 2470| 2471	metabolism
antibody	0	3	26.66666667	 1969| 1886| 423	antibody
cmet	0	1	0	1969	cmet
constant	0	3	0.666666667	 1969| 1861| 441	constant
package	0	3	0.666666667	 255| 455| 199	package|packaged
crystal	0	3	10	 1970| 2402| 695	crystals|crystalline
dimple	0	5	6	 1264| 906| 1183| 671| 672	dimpled|dimples
dpb	0	1	0	1264	dpb
paintball	0	1	0	1264	paintball
dream	0	3	6.666666667	 162| 163| 164	dream
container	0	1	0	905	container
dro	0	1	0	905	dro
drop	0	7	4	 187| 240| 2900| 92| 93| 94| 2238	drop|droplets
top	0	1	0	187	top
gpu	0	1	0	2590	gpu
hardware	0	2	1	 2590| 2461	hardware
dynamo	0	2	15	 1266| 1267	dynamo
dysregulation	0	1	0	85	dysregulation
alzheimer	0	21	4	 2486| 1099| 1826| 420| 2360| 2361| 1831| 1723| 2169| 1701| 1702| 2233| 2489| 2490| 1200| 2441| 2177| 2693| 2494| 2495| 2528	alzheimers|azheimers
habitat	0	2	10	 907| 1543	habitation
ecoil	0	1	0	35	ecoil
pneumonia	0	1	0	1855	pneumonia
eddy	0	1	0	2310	eddy
ibuprofen	0	2	40	 416| 1654	ibuprofen
mixing	0	1	0	416	mixing
ammonia	0	2	40	 1509| 1510	ammonium
movement	0	5	0.4	 1509| 1510| 1888| 1617| 2048	movement
thoracic	0	2	40	 1509| 1510	thoracic
acetic	0	6	16	 1975| 1976| 1977| 47| 48| 2206	acetic|acetate
cider	0	3	26.66666667	 1975| 1976| 1977	cider
vinegar	0	3	26.66666667	 1975| 1976| 1977	vinegar
bake	0	2	25	 1511| 1512	baking
cook	0	8	2	 1511| 1512| 204| 2385| 2386| 372| 373| 2948	cook|cooked|cooking
pancake	0	2	15	 1511| 1512	pancake
soda	0	4	6	 1511| 1512| 951| 952	soda
inflammation	0	4	16	 380| 1569| 387| 2692	inflammatory|inflammation
classical	0	3	0.666666667	 2515| 2687| 2694	classical
d.plexippus	0	4	16	 381| 381| 382| 382	danaus|plexippus
dermititis	0	1	0	417	dermititis
paraben	0	1	0	417	paraben
glands	0	1	0	2825	glands
saliva	0	2	40	 2825| 157	salivary
myofibroblast	0	2	40	 2191| 2192	myofibroblast
scar	0	3	6.666666667	 2191| 2192| 2229	scar|scarification
current	0	3	0.666666667	 134| 503| 504	current
ph	0	28	2.666666667	 494| 1978| 1553| 2006| 2570| 1558| 1559| 2894| 1703| 1347| 1348| 1349| 172| 656| 1395| 1044| 2084| 1798| 1647| 1648| 257| 1655| 701| 702| 703| 1049| 2126| 2127	ph
consolidate	0	2	1	 2534| 2535	consolidation
etoh	0	3	26.66666667	 383| 50| 51	etoh
expose	0	9	1	 50| 51| 418| 1885| 52| 53| 320| 2077| 400	exposed|exposure|exposures
fibrin	0	3	26.66666667	 50| 51| 8	fibrin
hmscs	0	2	40	 50| 51	hmscs
p.rapae	0	2	40	 574| 574	pieris|rapae
e.fetida	0	2	40	 2850| 2850	eisenia|fetida
shellfish	0	2	40	 908| 186	shellfish
ratio	0	7	6	 1745| 17| 751| 2328| 824| 344| 2916	ratio|ratios
gender	0	5	6	 1745| 943| 1601| 2913| 2536	sex|gender
shootings	0	2	15	 1514| 2201	shootings
hydroxyapatite	0	3	26.66666667	 157| 601| 602	hydroxyapatite
vitro	0	3	10	 157| 2524| 1081	vitro
inutero	0	1	0	418	inutero
obesity	0	1	0	418	obesity
distance	0	4	0.4	 2551| 2854| 2484| 6	distance|distanced|distant
martian	0	1	0	1146	martian
melatonin	0	1	0	1717	melatonin
tachycardia	0	1	0	1717	tachycardia
pm	0	1	0	2193	pm
size	0	6	0.4	 2193| 1193| 1194| 661| 2238| 286	size|sizing
42	0	1	0	1099	42
metformin	0	1	0	1099	metformin
nematostella	0	1	0	1268	nematostella
tolerance	0	3	6.666666667	 1268| 74| 2533	tolerance
1%	0	1	0	575	1%
guar	0	1	0	575	guar
gum	0	1	0	575	gum
fertilize	0	13	0.666666667	 771| 772| 311| 2552| 776| 1014| 205| 206| 2435| 710| 716| 716| 786	fertilizer|fertilizers|fertilizes
paddle	0	1	0	2313	paddle
ability	0	4	0.4	 1718| 2324| 2372| 2238	ability|agility
lotus	0	1	0	1718	lotus
pesticide	0	6	16	 1718| 299| 300| 2222| 33| 649	pesticides
rhizomes	0	1	0	1718	rhizomes
berry	0	2	15	 1978| 2653	berries
p.amarus	0	2	40	 521| 521	amarus|phyllanthus
renewable	0	4	4	 2670| 1002| 2908| 2946	renewable
trumps	0	1	0	2670	trumps
tweets	0	1	0	2670	tweets
pvc	0	1	0	819	pvc
alginate	0	2	15	 2911| 2497	alginate
s.pasteurii	0	1	0	2911	s.pasteurii
drag	0	3	6.666666667	 17| 2634| 730	drag|dragging
profile	0	2	1	 17| 2656	profile
sail	0	4	6	 17| 2406| 126| 126	sail|sails|sailing
d.tigrina	0	4	16	 750| 1982| 279| 280	d.tigrina
dugesia	0	9	8	 750| 1982| 279| 280| 1891| 404| 1169| 2494| 2495	dugesia
polystyrene	0	6	16	 773| 774| 2690| 1046| 810| 811	polystyrene
t.molitor	0	2	40	 773| 774	t.molitor
pellet	0	1	0	1269	pellet
alphasynuclein	0	1	0	794	alphasynuclein
warfarin	0	1	0	1100	warfarin
lemon	0	3	26.66666667	 909| 2871| 732	lemon|lemons
breakwater	0	1	0	577	breakwater
openings	0	1	0	577	openings
kill	0	19	0.5	 2318| 2319| 2339| 1748| 1749| 2012| 2013| 955| 956| 1595| 1596| 1597| 1157| 2905| 657| 658| 659| 2116| 735	killing|murder|massacre|killers|kills
sawdust	0	1	0	578	sawdust
greases	0	1	0	2918	greases
refrigeration	0	2	15	 910| 911	refrigeration
coast	0	3	10	 2656| 706| 1196	coastal
dune	0	1	0	2656	dune
footpath	0	1	0	2656	footpath
newly	0	1	0	2656	newly
abscisic	0	2	40	 47| 48	abscisic
indole	0	2	40	 47| 48	indole
vetiver	0	2	40	 47| 48	vetiver
fertility	0	1	0	1719	fecundity
nicotine	0	3	26.66666667	 1719| 1147| 1148	nicotine
bdnf	0	1	0	1825	bdnf
hypoxia	0	5	16	 1825| 957| 439| 144| 145	hypoxia|hypoxic
bpa	0	3	26.66666667	 73| 474| 475	bpa
bug	0	4	6	 2320| 2321| 2322| 1560	bug
taurine	0	2	40	 751| 404	taurine
pluripotent	0	1	0	72	pluripotent
adsorb	0	3	16.66666667	 2727| 461| 462	adsorption|adsorbed
chaotropicity	0	1	0	2727	chaotropicity
sunscreen	0	7	16	 1184| 2907| 296| 676| 1897| 2777| 2130	sunscreens
train	0	2	10	 1981| 2659	training
ethanol	0	5	16	 1147| 1148| 2845| 2903| 1382	ethanol
loss	0	2	1	 1856| 2476	loss
maillard	0	1	0	1856	maillard
gut	0	2	10	 2553| 2692	gut
alpha	0	1	0	1780	alpha
erythrocyte	0	1	0	1780	erythrocyte
inter	0	1	0	1780	inter
trypsin	0	1	0	1780	trypsin
bladder	0	1	0	1185	bladder
gingerol	0	1	0	1185	gingerol
isl	0	1	0	1185	isl
methylene	0	1	0	1983	methylene
cheese	0	1	0	1517	cheese
curd	0	1	0	1517	curd
produce	0	1	0	1517	yield
moderate	0	1	0	2483	moderate
physical	0	1	0	2483	physical
mosquito	0	4	16	 2323| 1595| 1596| 1597	mosquito
spray	0	1	0	2323	sprays
s.diptera	0	2	40	 299| 300	s.diptera
elodea	0	1	0	913	elodea
environmentalscience	0	3	0	 2140| 1335| 684	environmentalscience
phagocytosis	0	2	15	 1518| 1519	phaygocytosis
solvents	0	2	15	 1518| 1519	solvents
tetrahymena	0	2	40	 1518| 1519	tetrahymena
catalase	0	2	40	 2898| 953	catalase
screens	0	1	0	1520	screens
polyethylene	0	4	16	 914| 1984| 1985| 1986	polyethylene
polypropylene	0	1	0	914	polypropylene
pyrolysis	0	1	0	914	pyrolysis
ra	0	1	0	2324	ra
retinol	0	1	0	2324	retinol
local	0	8	0.4	 2325| 2326| 2343| 2354| 2407| 2408| 1063| 1064	local
beads	0	2	10	 2327| 2677	beads
swelling	0	1	0	2327	swelling
athlete	0	5	6	 2921| 1352| 2061| 2062| 2063	athletes
stretching	0	1	0	2921	stretching
supramolecular	0	2	15	 915| 916	supramolecular
testosterone	0	1	0	384	testosterone
ethoxide	0	1	0	2328	ethoxide
transesterification	0	1	0	2328	transesterification
bisphenol	0	1	40	36	bisphenol
xenoestrogen	0	1	0	36	xenoestrogen
toluene	0	1	0	752	toluene
rad1	0	1	0	2329	rad1
sac	0	1	0	2329	sac
wild	0	4	0.2	 2329| 1590| 1452| 1453	wild
wax	0	3	10	 1984| 1985| 1986	wax
router	0	1	0	1117	router
aiptasia	0	1	0	454	aiptasia
anemone	0	1	0	454	anemone
maximum	0	8	0.4	 454| 114| 115| 2382| 1584| 1585| 1193| 1194	maximum|maximizing
a.pallida	0	1	0	454	pallida
hulls	0	1	0	2712	hulls
planing	0	1	0	2712	planing
track	0	18	0.5	 2599| 14| 795| 419| 2644| 1545| 1019| 1020| 1021| 395| 836| 2068| 2203| 717| 718| 719| 720| 2207	tracking|tracker|tracked
eggshell	0	3	10	 1522| 1371| 1372	eggshells
geometry	0	3	10	 385| 386| 2641	geometry|geometries
orange	0	5	16	 1271| 2837| 288| 497| 1637	orange
gatorade	0	3	26.66666667	 2837| 1047| 2129	gatorade
tropicana	0	1	0	2837	tropicana
harvest	0	10	1	 917| 1118| 1119| 1120| 2631| 1857| 1290| 2754| 2674| 1339	harvesting|harvests|harvester
tomorrows	0	1	0	918	tomorrows
endothelial	0	3	26.66666667	 1987| 585| 8	endothelialization
graft	0	4	2	 1987| 2554| 662| 663	grafts|grafted|grafting
spun	0	1	0	1987	spun
stent	0	1	0	1987	stent
crowdsourcing	0	1	0	1523	crowdsourcing
emersave	0	1	0	1523	emersave
curve	0	2	10	 1149| 1150	curve
shortening	0	2	15	 1149| 1150	shortening
embryo	0	4	16	 585| 2347| 2348| 2158	embryos|embryonic
flkgcamp	0	1	0	585	flkgcamp
flk	0	1	0	133	flk
gcamp3	0	1	0	133	gcamp3
vascular	0	1	0	133	vascular
ckit	0	1	0	8	ckit
cpcs	0	1	0	8	cpcs
differentiation	0	3	6.666666667	 8| 14| 1902	differentiation|distinguish
cdh1	0	1	0	14	cdh1
reporter	0	3	0.666666667	 14| 2584| 2585	reporter|reporting
hybridized	0	1	0	1886	hybridized
pentameric	0	1	0	1886	pentameric
dual	0	1	0	795	dual
sunflower	0	2	40	 795| 419	sunflower
laymen	0	1	0	919	laymen
remote	0	3	0.333333333	 15| 2598| 1621	remote
robots	0	1	0	15	robots
graphene	0	9	8	 2839| 2355| 2356| 2640| 2554| 101| 102| 432| 1799	graphene
cartilage	0	1	0	1274	cartilage
unique	0	1	0	1274	exclusively
tbid	0	1	0	1274	tbid
silane	0	1	0	1186	silane
beam	0	3	10	 2165| 2399| 1809	beam
positron	0	1	0	2165	positron
propulsion	0	6	4	 2165| 2643| 2228| 1431| 1078| 1079	propulsion|propelling
grid	0	2	10	 1275| 2382	grid
cancergenus	0	2	40	 2338| 2337	cancergenus
enterobacter	0	2	40	 2338| 2337	enterobacter
marsh	0	9	8	 2756| 2756| 2658| 209| 209| 776| 1758| 839| 1091	bog|marsh|marshes|swamp|wetland
cranberry	0	1	0	2756	cranberry
methane	0	5	16	 2756| 1358| 1359| 1360| 26	methane
arctic	0	2	15	 65| 1754	arctic
pemafrost	0	1	0	65	pemafrost
brown	0	3	10	 1525| 1526| 2902	browning
epigenetic	0	3	26.66666667	 1276| 1697| 2530	epigenetic
episodic	0	1	0	1988	episodic
semantic	0	2	10	 1988| 1370	semantic
infinite	0	2	10	 634| 753	infinite|infinity
permutations	0	3	6.666666667	 634| 1193| 1194	permutationally|permutations
define	0	1	0	753	defined
equivalences	0	2	1	 753| 2910	equivalences
undefined	0	1	0	753	undefined
powder	0	3	6.666666667	 1989| 2363| 2235	powder
literacy	0	1	0	1990	literacy
rural	0	1	0	1990	rural
e.muscae	0	1	0	2506	e.muscae
olfactory	0	2	25	 2506| 501	olfactory
land	0	3	6.666666667	 1527| 1528| 1529	land
c.vulgaris	0	1	0	2340	c.vulgaris
mystery	0	7	0.4	 1781| 1782| 618| 619| 2112| 1422| 66	mystery|mystic
adhd	0	1	0	263	adhd
domoic	0	1	0	495	domoic
hole	0	2	10	 1991| 6	apertures|holes
diffract	0	1	0	1991	diffractive
cigarette	0	5	16	 2341| 926| 927| 928| 2153	cigarette
ecigarettes	0	2	40	 2341| 2153	ecigarettes
presence	0	9	0.2	 1992| 1190| 1191| 422| 1313| 2407| 2408| 2755| 2448	presence
exponentiality	0	1	0	587	exponentiality
hsv1	0	1	0	2844	hsv1
us11	0	1	0	2844	us11
ameloblast	0	1	0	1783	ameloblasts
anhydrase	0	1	0	1783	anhydrase
carbonic	0	1	0	1783	carbonic
channel	0	1	0	1783	channels
range	0	3	0.666666667	 1277| 1633| 1655	range
casein	0	2	40	 588| 589	casein
kefir	0	4	16	 588| 589| 246| 353	kefir
lactose	0	4	16	 588| 589| 246| 353	lactose
100%	0	2	0.666666667	 246| 353	100%
sisal	0	1	0	2845	sisal
fits	0	3	0.666666667	 1530| 1531| 1532	fits
door	0	1	0	2342	door
lock	0	6	6	 2342| 1189| 67| 68| 664| 665	lock|locking
pi	0	1	0	2342	pi
raspberry	0	1	0	2342	raspberry
render	0	1	0	2587	render
alterniflora	0	1	0	2658	alterniflora
contibute	0	1	0	2658	contributing
recession	0	1	0	2658	recession
spartina	0	1	0	2658	spartina
tide	0	5	6	 2658| 618| 619| 172| 2933	tidal|tides
distress	0	1	0	775	distress
ski	0	2	25	 775| 2679	skiing
fan	0	2	10	 1187| 2411	fan
imitate	0	1	0	1187	imitation
fibonacci	0	1	0	1533	fibonacci
jewelry	0	1	0	924	jewelry
violence	0	2	10	 924| 967	violence
fiji	0	1	0	2846	fiji
poland	0	1	0	2846	poland
spring	0	2	10	 2846| 1030	springs
chest	0	1	0	2606	chest
phosphate	0	5	16	 1994| 606| 502| 1841| 403	phosphate|phosphorus|phosphates
enrich	0	1	0	132	enrichments
snp	0	2	15	 132| 2914	snps
forensics	0	3	26.66666667	 590| 796| 1363	forensics
mh370	0	1	0	590	mh370
gas	0	6	6	 591| 592| 43| 44| 461| 462	gas|gassy
finger	0	6	16	 2344| 2345| 2346| 188| 666| 2745	finger
scanners	0	2	15	 2345| 2346	scanners
trigger	0	2	10	 1189| 1444	trigger
weapon	0	4	6	 1189| 1547| 1548| 1549	weapon
synchronization	0	4	4	 1190| 1191| 1729| 1730	synchronization
fix	0	4	2	 925| 1280| 390| 2433	fixing|fixation
float	0	2	10	 1281| 2933	floating
leidenfrost	0	1	0	1281	leidenfrost
hypersonic	0	2	20	 2141| 2142	hypersonic
scramjet	0	2	40	 2141| 2142	scramjet
waverider	0	2	40	 2141| 2142	waverider
cpv	0	1	0	2847	cpv
thought	0	2	1	 1784| 1791	thought|ideation
burke	0	3	26.66666667	 1995| 1996| 1997	burke
foot	0	2	15	 596| 1381	foot
heritage	0	1	0	596	heritage
attach	0	3	1.666666667	 1539| 679| 2633	bonding|attachment|attachments
forget	0	1	0	1539	forget
knot	0	1	0	1539	knot
radicals	0	4	6	 597| 948| 949| 950	radicals
horseshoe	0	2	40	 2347| 2348	horseshoe
hook	0	1	0	192	hook
blackberry	0	1	0	2653	blackberry
cable	0	4	6	 1118| 1119| 1120| 2906	cable|cables
forefront	0	3	0.666666667	 1118| 1119| 1120	forefront
dirt	0	5	6	 2349| 2350| 2435| 2086| 1406	filthy|dirt|dirty
chaos	0	1	0	2696	chaos
dipole	0	1	0	2696	dipole
orbits	0	1	0	2696	orbits
quasi	0	1	0	2696	quasi
spectrum	0	2	15	 2696| 2877	spectrum
trap	0	3	3.333333333	 2696| 2113| 2547	trapped
potato	0	1	0	352	potato
taters	0	1	0	352	taters
tupperware	0	1	0	352	tupperware
front	0	1	0	1282	front
e.cigarette	0	3	26.66666667	 926| 927| 928	e.cigarette
vapor	0	3	10	 926| 927| 928	vapor
fruitizymes	0	1	0	1283	fruitizymes
cystogenesis	0	1	0	1747	cystogenesis
metalloproteinase	0	2	40	 1747| 1876	metalloproteinases
filament	0	1	0	2143	filament
polylactide	0	1	0	2143	polylactide
geneon	0	2	40	 1748| 1749	geneon
aaron	0	1	0	2720	aaron
numbers	0	4	0.4	 2720| 988| 1158| 1059	numbers
ruth	0	1	0	2720	ruth
tubular	0	2	10	 2645| 2646	tubular
extracellular	0	2	10	 931| 1815	extracellular
carotenoid	0	1	0	456	carotenoids
pigment	0	3	6.666666667	 456| 247| 2177	pigment|pigments
genotype	0	1	0	598	genotype
phenotype	0	3	10	 598| 2897| 250	phenotype|phenotypic
maize	0	1	0	1750	maize
mung	0	2	40	 1750| 2049	mung
giardia	0	1	0	2354	giardia
glove	0	2	10	 2631| 507	glove
provide	0	1	0	2631	provide
nearby	0	1	0	932	nearby
ozone	0	1	0	932	ozone
full	0	3	0.333333333	 1286| 433| 434	complete|comprehensive
graph	0	5	6	 1286| 1286| 2855| 1193| 1194	graph|graphs|graphical
implicit	0	5	0.4	 1286| 2357| 943| 1697| 2885	implications|implicit
gratzel	0	2	40	 108| 109	gratzel
gray	0	4	6	 1542| 496| 128| 395	gray|grey
roofs	0	2	10	 38| 457	roofs
sheets	0	1	0	2554	sheets
break	0	5	1	 83| 84| 103| 1560| 2148	breaker|breakage
isotope	0	1	0	161	isotope
p.strobus	0	1	0	161	p.strobus
stable	0	3	0.666666667	 161| 614| 837	stable|stability
bank	0	1	0	1543	bank
lance	0	1	0	1543	lance
stellwagen	0	1	0	1543	stellwagen
genre	0	3	10	 754| 1205| 1206	genre
transcending	0	1	0	754	transcending
haircutting	0	1	0	2616	haircutting
canoe	0	1	0	937	canoe
handy	0	2	1	 937| 405	handi|handy
handriod	0	1	0	1544	handriod
haptic	0	1	0	820	haptic
harness	0	4	4	 1764| 1765| 1287| 1288	harnessing
iot	0	4	6	 1764| 1765| 2043| 2424	iot
services	0	3	0.666666667	 1764| 1765| 2195	services
bicycle	0	5	16	 1287| 1288| 996| 2676| 2909	bicycle|bike
commute	0	3	6.666666667	 1287| 1288| 2909	commute|commuter
harp	0	1	0	1289	harp
strings	0	1	0	1289	strings
daily	0	1	0	1290	everyday
cake	0	2	15	 1291| 1292	cake
heads	0	1	0	821	heads
tails	0	1	0	821	tails
sequestration	0	3	10	 2511| 2512| 780	sequestration
period	0	2	1	 1858| 2448	periods
short	0	6	0.2	 1858| 2698| 2476| 2481| 2693| 2543	short
unit	0	1	0	1858	unit
duty	0	1	0	600	duty
3t3	0	1	0	2000	3t3
hela	0	1	0	2000	hela
nih	0	1	0	2000	nih
pdms	0	1	0	2000	pdms
substrate	0	2	10	 2000| 1607	substrate|substrates
gps	0	2	40	 2766| 2768	gps
herbivory	0	1	0	2195	herbivory
hermit	0	3	26.66666667	 939| 940| 1797	hermit
selection	0	3	0.666666667	 939| 940| 69	selection
shell	0	6	6	 939| 940| 191| 804| 2445| 2179	shell|shells
arrival	0	1	0	2641	arrival
lps	0	1	0	421	lps
macrophage	0	2	15	 421| 1081	macrophage|macrophages
p.gingivalis	0	1	0	421	p.gingivalis
throughput	0	1	0	421	throughput
counterweight	0	3	10	 1547| 1548| 1549	counterweight
hinged	0	3	6.666666667	 1547| 1548| 1549	hinged
trebuchet	0	3	26.66666667	 1547| 1548| 1549	trebuchet
aquaria	0	1	0	2358	aquaria
fishery	0	1	0	2358	fishery
hub	0	1	0	2003	hub
homeopathic	0	3	26.66666667	 2360| 2361| 2418	homeopathic
plasmolysis	0	1	0	244	plasmolysis
pucks	0	1	0	1550	pucks
scoop	0	1	0	261	scoop
tunes	0	1	0	120	tunes
loctite	0	1	0	2362	loctite
minute	0	1	0	2794	minute
depict	0	1	0	2514	depiction
leaches	0	3	6.666666667	 2220| 2221| 1754	leaches|leaching
mental	0	2	10	 2669| 2591	mental
emulsions	0	1	0	941	emulsions
circulatory	0	1	0	1293	circulatory
capsule	0	1	0	2497	capsule
cation	0	1	0	2497	cations
lactaid	0	1	0	2006	lactaid
sweep	0	3	6.666666667	 2007| 2008| 2009	sweep
cholesterol	0	3	26.66666667	 945| 946| 944	cholesterol
experience	0	6	0.4	 1295| 1296| 1554| 1555| 2869| 2115	experience
map	0	7	6	 1554| 1555| 140| 141| 826| 388| 1103	mapping
bands	0	1	0	2675	bands
elastic	0	1	0	2675	elastic
bulb	0	2	15	 1556| 1557	bulb
coil	0	2	15	 1556| 1557	coil
bhs	0	2	40	 43| 44	bhs
ball	0	8	4	 2854| 1318| 1319| 1347| 1348| 1349| 717| 718	ball|balls
core	0	1	0	2854	core
golf	0	3	10	 2854| 717| 718	golf
polyphenols	0	1	0	2363	polyphenols
cellphone	0	3	26.66666667	 1297| 1298| 1077	cellphone
